"Hospital","Ph_no","Street","Suburb","Pcode","State","LHN","PHN","Website","Description","Sector","Beds","Lat","Long","bed_grp","ED","Regional","Size","Special","web_address"
"Grenfell Multi Purpose Service","02 6349 1700","80-96 Cowra Road","Grenfell",2810,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-33.894286,148.167843,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Griffith Hospital","02 6969 5555","1 Noorebar Avenue","Griffith",2680,"NSW","Murrumbidgee","Murrumbidgee","","Large regional hospital with an emergency department","Public","50-99",-34.282121,146.043774,2,1,1,3,0,"https://www.myhospitals.gov.au"
"Griffith Rehabilitation Hospital","08 8298 4299","13 Dunrobin Road","Hove",5048,"SA","","","www.griffithrehabilitationhospital.com.au","","Private","50-99",-35.010285,138.523859,2,0,0,0,0,"https://www.griffithrehabilitationhospital.com.au"
"Gulargambone Multi Purpose Service","02 6827 4200","47 Bourbah Street","Gulargambone",2828,"NSW","Western NSW","Western NSW","","Regional hospital","Public","<50",-31.329812,148.469216,1,0,1,0,0,"https://www.myhospitals.gov.au"
"Gulgong Multi Purpose Service","02 6374 3400","34 Goolma Road","Gulgong",2852,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-32.3668707,149.5218927,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Gumeracha District Soldiers' Memorial Hospital","08 8209 9200","2 Albert Street","Gumeracha",5233,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/gumerachahospital","Regional hospital","Public","<50",-34.826269,138.881575,1,0,1,0,0,"https://www.sahealth.sa.gov.au/gumerachahospital"
"Gundagai Hospital","02 6940 6300","50 Tor Street","Gundagai",2722,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-35.051394,148.101764,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Gunnedah Hospital","02 6741 8000","2 Marquis Street","Gunnedah",2380,"NSW","Hunter New England","Hunter New England and Central Coast","","Small hospital with an emergency department","Public","<50",-30.983146,150.251339,1,1,0,1,0,"https://www.myhospitals.gov.au"
"Guyra Multi Purpose Service","02 6738 4000","44-48 Sole Street","Guyra",2365,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-30.213889,151.679112,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Gympie Hospital","07 5489 8444","12 Henry Street","Gympie",4570,"Qld","Sunshine Coast","Central Queensland, Wide Bay and Sunshine Coast","www.health.qld.gov.au/services/sunshinecoast/gympie.asp","Medium regional hospital with an emergency department","Public","50-99",-26.184353,152.658258,2,1,1,2,0,"https://www.health.qld.gov.au/services/sunshinecoast/gympie.asp"
"Gympie Private Hospital","07 5483 0500","78-82 Channon Street","Gympie",4570,"Qld","","","www.pulsehealth.net.au","","Private","<50",-26.184392,152.664191,1,0,0,0,0,"https://www.pulsehealth.net.au"
"Halls Creek Hospital","08 9168 9222","70 Roberta Avenue","Halls Creek",6770,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=74","Regional hospital","Public","<50",-18.226008,127.666046,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=74"
"Hampstead Rehabilitation Centre","08 8222 1600","207-255 Hampstead Road","Northfield",5085,"SA","Central Adelaide","Adelaide","","Specialist rehabilitation hospital","Public","100-199",-34.860704,138.620381,3,0,0,0,1,"https://www.myhospitals.gov.au"
"Harvey Hospital","08 9782 2222","42 Hayward Street","Harvey",6220,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=75","Regional hospital","Public","<50",-33.077554,115.896749,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=75"
"Hawker Memorial Hospital","08 8648 4007","Cradock Road","Hawker",5434,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/hawkerhospital","Regional hospital","Public","<50",-31.893389,138.427841,1,0,1,0,0,"https://www.sahealth.sa.gov.au/hawkerhospital"
"Hawkesbury Hospital","02 4560 5555","2 Day Street","Windsor",2756,"NSW","Nepean Blue Mountains","Nepean Blue Mountains","","Medium metropolitan hospital with an emergency department","Public","50-99",-33.610712,150.820804,2,1,0,2,0,"https://www.myhospitals.gov.au"
"Hay Hospital","02 6990 8700","351 Murray Street","Hay",2711,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-34.500349,144.851433,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Healesville Hospital and Yarra Valley Health","03 5962 4300","377 Maroondah Highway","Healesville",3777,"Vic","Eastern Health (Vic)","Eastern Melbourne","https://www.easternhealth.org.au/locations/healesville-hospital-and-yarra-valley-health","Small hospital","Public","<50",-37.646879,145.529032,1,0,0,1,0,"https://www.easternhealth.org.au/locations/healesville-hospital-and-yarra-valley-health"
"Healthscope Independence Services","03 8551 8888","13 Corporate Drive","Moorabbin",3189,"Vic","","","http://healthscopeindependenceservices.com.au","","Private","",-37.947818,145.081172,0,0,0,0,0,"http://healthscopeindependenceservices.com.au"
"HealthWest (West Coast District Hospital at Queenstown)","03 6471 3300","Orr Street","Queenstown",7467,"Tas","Tasmanian Health Service","Tasmania","www.dhhs.tas.gov.au/service_information/service_delivery_points/healthwest_-_west_coast_district_hospital_at_queenstown","Regional hospital","Public","<50",-42.081122,145.558303,1,0,1,0,0,"https://www.dhhs.tas.gov.au/service_information/service_delivery_points/healthwest_-_west_coast_district_hospital_at_queenstown"
"Heathcote Health","03 5431 0900","39 Hospital Street","Heathcote",3523,"Vic","Heathcote Health","Murray","","Regional hospital","Public","<50",-36.925786,144.709499,1,0,1,0,0,"https://www.myhospitals.gov.au"
"Hedland Health Campus","08 9174 1410","34 Colebatch Way","South Hedland",6722,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=152","Small hospital with an emergency department","Public","50-99",-20.413541,118.598178,2,1,0,1,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=152"
"Heidelberg Endoscopy & Day Surgery Centre","03 9458 2200","177-179 Northern Road","Heidelberg Heights",3081,"Vic","","","","","Private","<50",-37.730589,145.060271,1,0,0,0,0,"https://www.myhospitals.gov.au"
"Heidelberg Repatriation Hospital [Heidelberg West]","03 9496 5000","300 Waterdale Road","Heidelberg West",3081,"Vic","Austin Health (Vic)","Eastern Melbourne","www.austin.org.au","Small hospital","Public","100-199",-37.755973,145.04749,3,0,0,1,0,"https://www.austin.org.au"
"Henty Multi Purpose Service","02 6929 4999","7 Keighran Street","Henty",2658,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-35.515801,147.031847,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Herberton Hospital","07 4096 1000","23 Grace Street","Herberton",4887,"Qld","Cairns and Hinterland","Northern Queensland","www.health.qld.gov.au/services/cairns-hinterland/cairns_herberton_hosp.asp","Regional hospital","Public","<50",-17.379371,145.38175,1,0,1,0,0,"https://www.health.qld.gov.au/services/cairns-hinterland/cairns_herberton_hosp.asp"
"Hervey Bay Hospital","07 4120 6666","Corner of Nissen and Uraween Roads","Pialba",4655,"Qld","Wide Bay","Central Queensland, Wide Bay and Sunshine Coast","www.health.qld.gov.au/services/widebay/wb-herveybay.asp","Large regional hospital with an emergency department","Public","100-199",-25.298697,152.820639,3,1,1,3,0,"https://www.health.qld.gov.au/services/widebay/wb-herveybay.asp"
"Hervey Bay Surgical Hospital","07 4194 4000","146-150 Boat Harbour Drive","Pialba",4655,"Qld","","","","","Private","<50",-25.287202,152.834651,1,0,0,0,0,"https://www.myhospitals.gov.au"
"Hesse Rural Health Service [Winchelsea]","03 5267 1200","8 Gosney Street","Winchelsea",3241,"Vic","Hesse Rural Health Service (Winchelsea)","Western Victoria","","Regional hospital","Public","<50",-38.243369,143.985357,1,0,1,0,0,"https://www.myhospitals.gov.au"
"Heywood Rural Health","03 5527 0555","21 Barclay Street","Heywood",3304,"Vic","Heywood Rural Health","Western Victoria","www.heywoodruralhealth.com.au","Regional hospital","Public","<50",-38.137788,141.624256,1,0,1,0,0,"https://www.heywoodruralhealth.com.au"
"Hillcrest Rockhampton Private Hospital","07 4932 1321","4 Talford Street","Rockhampton",4700,"Qld","","","www.hillcrestprivate.com.au/","","Private","50-99",-23.377595,150.496076,2,0,0,0,0,"https://www.hillcrestprivate.com.au/"
"Hillston Hospital","02 6961 7200","48C Burns Street","Hillston",2675,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-33.478793,145.539032,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Hobart Private Hospital","03 6214 3000","Argyle Street","Hobart",7000,"Tas","","","www.hobartprivatehospital.com.au","","Private","100-199",-42.880752,147.329886,3,0,0,0,0,"https://www.hobartprivatehospital.com.au"
"Hobsons Bay Endoscopy Centre Altona","03 9398 8800","Corner of Queen and Sargood Streets","Altona",3018,"Vic","","","hobsonsbayendoscopy.com.au","","Private","",-37.869448,144.828494,0,0,0,0,0,"hobsonsbayendoscopy.com.au"
"Hobsons Bay Endoscopy Centre Sydenham","03 8361 6400","566 Melton Highway","Sydenham",3037,"Vic","","","hobsonsbayendoscopy.com.au","","Private","",-37.693365,144.758677,0,0,0,0,0,"hobsonsbayendoscopy.com.au"
"Hobsons Bay Endoscopy Centre Werribee","03 9731 8000","179 Princes Highway","Werribee",3030,"Vic","","","hobsonsbayendoscopy.com.au","","Private","",-37.890649,144.686494,0,0,0,0,0,"hobsonsbayendoscopy.com.au"
"Holbrook Hospital","02 6036 2522","Bowler Street","Holbrook",2644,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-35.723991,147.320276,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Hollywood Private Hospital","08 9346 6000","Monash Avenue","Nedlands",6009,"WA","","","www.hollywoodprivate.com.au","","Private",">500",-31.969693,115.809148,5,0,0,0,0,"https://www.hollywoodprivate.com.au"
"Holmesglen Private Hospital","03 9567 9000","490 South Road","Moorabbin",3189,"Vic","","","www.holmesglenprivatehospital.com.au","","Private","100-199",-37.935738,145.050581,3,0,0,0,0,"https://www.holmesglenprivatehospital.com.au"
"Holy Spirit Northside Private Hospital","07 3326 3000","627 Rode Road","Chermside",4032,"Qld","","","hsnph.org.au","","Private","200-500",-27.390688,153.022728,4,0,0,0,0,"hsnph.org.au"
"Home Hill Hospital","07 4790 5700","Tenth Avenue","Home Hill",4806,"Qld","Townsville","Northern Queensland","www.health.qld.gov.au/services/townsville/tville_hhill_hosp.asp","Regional hospital","Public","<50",-19.661764,147.416759,1,0,1,0,0,"https://www.health.qld.gov.au/services/townsville/tville_hhill_hosp.asp"
"Hopewell Hospice","07 5563 2930","88 Allied Drive","Arundel",4214,"Qld","","","www.hopewell.org.au","","Private","<50",-27.938981,153.380619,1,0,0,0,0,"https://www.hopewell.org.au"
"Hornsby Ku-ring-gai Hospital","02 9477 9123","36-76 Palmerston Road","Hornsby",2077,"NSW","Northern Sydney","Northern Sydney","www.nslhd.health.nsw.gov.au/hospitals/hornsby/","Large metropolitan hospital with an emergency department","Public","200-500",-33.701448,151.112941,4,1,0,3,0,"https://www.nslhd.health.nsw.gov.au/hospitals/hornsby/"
"Hughenden Hospital","07 4741 2800","14 Richmond Hill Drive","Hughenden",4821,"Qld","Townsville","Northern Queensland","www.health.qld.gov.au/services/townsville/tville_hugh_hc.asp","Regional hospital","Public","<50",-20.8424,144.1892,1,0,1,0,0,"https://www.health.qld.gov.au/services/townsville/tville_hugh_hc.asp"
"Hunter New England Mater Mental Health Service","02 4033 5000","Edith Street","Waratah",2298,"NSW","Hunter New England","Hunter New England and Central Coast","","Specialist psychiatric hospital","Public","100-199",-32.8978727,151.720669,3,0,0,0,1,"https://www.myhospitals.gov.au"
"Hunter Valley Private Hospital","02 4944 3744","20 Mawson Street","Shortland",2307,"NSW","","","www.hvph.com.au","","Private","50-99",-32.883085,151.695054,2,0,0,0,0,"https://www.hvph.com.au"
"Hunters Hill Private Hospital","02 8876 9300","9 Mount Street","Hunters Hill",2110,"NSW","","","www.huntershillprivate.com.au","","Private","<50",-33.835273,151.150172,1,0,0,0,0,"https://www.huntershillprivate.com.au"
"Huon Eldercare","03 6264 7100","3278 Huon Highway","Franklin",7113,"Tas","Tasmanian Health Service","Tasmania","www.dhhs.tas.gov.au/service_information/service_delivery_points/community_health_centre_-_huon","Regional hospital","Public","<50",-43.080869,147.016382,1,0,1,0,0,"https://www.dhhs.tas.gov.au/service_information/service_delivery_points/community_health_centre_-_huon"
"Hurstville Private","02 9579 7777","37 Gloucester Road","Hurstville",2220,"NSW","","","www.hurstvilleprivate.com.au","","Private","50-99",-33.962333,151.095989,2,0,0,0,0,"https://www.hurstvilleprivate.com.au"
"Illawarra Mental Health Services","","","",2500,"NSW","Illawarra Shoalhaven","South Eastern NSW","","Metropolitan hospital","Public","<50",-34.42623,150.891252,1,0,0,0,0,"https://www.myhospitals.gov.au"
"Ingham Hospital","07 4720 3000","2-16 Mcilwraith Street","Ingham",4850,"Qld","Townsville","Northern Queensland","www.health.qld.gov.au/services/townsville/tville_ingham_hs.asp","Regional hospital","Public","<50",-18.652293,146.164222,1,0,1,0,0,"https://www.health.qld.gov.au/services/townsville/tville_ingham_hs.asp"
"Inglewood & District Health Service","03 5431 7000","3 Hospital Street","Inglewood",3517,"Vic","Inglewood and District Health Service","Murray","","Regional hospital","Public","<50",-36.572147,143.873755,1,0,1,0,0,"https://www.myhospitals.gov.au"
"Inglewood Hospital","07 4652 0888","Cunningham Highway","Inglewood",4387,"Qld","Darling Downs","Darling Downs and West Moreton","www.health.qld.gov.au/services/darlingdowns/ddowns-inglewood-hs.asp","Regional hospital","Public","<50",-28.41764722,151.0618556,1,0,1,0,0,"https://www.health.qld.gov.au/services/darlingdowns/ddowns-inglewood-hs.asp"
"Injune Hospital","07 4626 1188","Fifth Avenue","Injune",4454,"Qld","South West (Qld)","Western Queensland","www.health.qld.gov.au/services/southwest/swest_injune_hosp.asp","Regional hospital","Public","<50",-25.847096,148.562471,1,0,1,0,0,"https://www.health.qld.gov.au/services/southwest/swest_injune_hosp.asp"
"Innisfail Hospital","07 4016 1411","87 Rankin Street","Innisfail",4860,"Qld","Cairns and Hinterland","Northern Queensland","www.health.qld.gov.au/services/cairns-hinterland/cairns_innis_hosp.asp","Small hospital","Public","<50",-17.518939,146.030049,1,0,0,1,0,"https://www.health.qld.gov.au/services/cairns-hinterland/cairns_innis_hosp.asp"
"Inverell Hospital","02 6721 9500","41 Swanbrook Road","Inverell",2360,"NSW","Hunter New England","Hunter New England and Central Coast","","Small hospital with an emergency department","Public","<50",-29.770728,151.130139,1,1,0,1,0,"https://www.myhospitals.gov.au"
"Ipswich Day Hospital","07 3282 8800","10 Churchill Street","Ipswich",4305,"Qld","","","http://www.curagroup.com.au/ipswich-day-hospital","","Private","<50",-27.6184,152.7608,1,0,0,0,0,"http://www.curagroup.com.au/ipswich-day-hospital"
"Ipswich Hospital","07 3810 1111","Chelmsford Avenue","Ipswich",4305,"Qld","West Moreton","Darling Downs and West Moreton","www.health.qld.gov.au/services/westmoreton/ipswich-hosp.asp","Large metropolitan hospital with an emergency department","Public","200-500",-27.619465,152.759313,4,1,0,3,0,"https://www.health.qld.gov.au/services/westmoreton/ipswich-hosp.asp"
"Ivanhoe Hospital","02 6990 2200","11 Columbus Street","Ivanhoe",2878,"NSW","Far West","Western NSW","","Regional hospital with an emergency department","Public","<50",-32.898193,144.298904,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Jamestown Hospital and Health Service","08 8664 1406","South Terrace","Jamestown",5491,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/jamestownhospital","Small hospital","Public","<50",-33.212265,138.616249,1,0,0,1,0,"https://www.sahealth.sa.gov.au/jamestownhospital"
"Jandowae Hospital","07 4668 4555","13 Dalby Street","Jandowae",4410,"Qld","Darling Downs","Darling Downs and West Moreton","www.health.qld.gov.au/services/darlingdowns/ddowns-jandowae-hs.asp","Regional hospital","Public","<50",-26.781016,151.105313,1,0,1,0,0,"https://www.health.qld.gov.au/services/darlingdowns/ddowns-jandowae-hs.asp"
"Jerilderie Multi Purpose Service","03 5886 1300","33-39 Southey Street","Jerilderie",2716,"NSW","Murrumbidgee","Murrumbidgee","","Regional hospital with an emergency department","Public","<50",-35.356628,145.720596,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Jessie McPherson Private Hospital","03 9594 2776","246 Clayton Road","Clayton",3168,"Vic","","","http://jessiemcpherson.org","","Private","100-199",-37.9201,145.1225,3,0,0,0,0,"http://jessiemcpherson.org"
"John Fawkner Private Hospital","03 9385 2500","275 Moreland Road","Coburg",3058,"Vic","","","www.johnfawknerprivatehospital.com.au","","Private","100-199",-37.754369,144.958398,3,0,0,0,0,"https://www.johnfawknerprivatehospital.com.au"
