"Name","FinYear","variable","value"
"Western District Health Service [Hamilton]","2015_16","Rate.per.10.000.bed.days",0.63
"Western District Health Service [Hamilton]","2016_17","Rate.per.10.000.bed.days",0.65
"Western District Health Service [Penshurst]","2010_11","Rate.per.10.000.bed.days",NA
"Western District Health Service [Penshurst]","2011_12","Rate.per.10.000.bed.days",NA
"Western District Health Service [Penshurst]","2012_13","Rate.per.10.000.bed.days",NA
"Western District Health Service [Penshurst]","2013_14","Rate.per.10.000.bed.days",NA
"Western District Health Service [Penshurst]","2014_15","Rate.per.10.000.bed.days",NA
"Western District Health Service [Penshurst]","2015_16","Rate.per.10.000.bed.days",NA
"Western District Health Service [Penshurst]","2016_17","Rate.per.10.000.bed.days",NA
"Western Hospital [Footscray]","2010_11","Rate.per.10.000.bed.days",1.44
"Western Hospital [Footscray]","2011_12","Rate.per.10.000.bed.days",1.44
"Western Hospital [Footscray]","2012_13","Rate.per.10.000.bed.days",1.46
"Western Hospital [Footscray]","2013_14","Rate.per.10.000.bed.days",1.31
"Western Hospital [Footscray]","2014_15","Rate.per.10.000.bed.days",0.99
"Western Hospital [Footscray]","2015_16","Rate.per.10.000.bed.days",0.87
"Western Hospital [Footscray]","2016_17","Rate.per.10.000.bed.days",0.63
"Williamstown Hospital","2010_11","Rate.per.10.000.bed.days",0.31
"Williamstown Hospital","2011_12","Rate.per.10.000.bed.days",0.35
"Williamstown Hospital","2012_13","Rate.per.10.000.bed.days",1.37
"Williamstown Hospital","2013_14","Rate.per.10.000.bed.days",0
"Williamstown Hospital","2014_15","Rate.per.10.000.bed.days",0.56
"Williamstown Hospital","2015_16","Rate.per.10.000.bed.days",0.91
"Williamstown Hospital","2016_17","Rate.per.10.000.bed.days",0.3
"Wimmera Base Hospital [Horsham]","2010_11","Rate.per.10.000.bed.days",0.83
"Wimmera Base Hospital [Horsham]","2011_12","Rate.per.10.000.bed.days",0.41
"Wimmera Base Hospital [Horsham]","2012_13","Rate.per.10.000.bed.days",1.65
"Wimmera Base Hospital [Horsham]","2013_14","Rate.per.10.000.bed.days",1.27
"Wimmera Base Hospital [Horsham]","2014_15","Rate.per.10.000.bed.days",1.12
"Wimmera Base Hospital [Horsham]","2015_16","Rate.per.10.000.bed.days",1.81
"Wimmera Base Hospital [Horsham]","2016_17","Rate.per.10.000.bed.days",1.09
"Women's at Sandringham","2013_14","Rate.per.10.000.bed.days",NA
"Women's at Sandringham","2014_15","Rate.per.10.000.bed.days",0
"Women's at Sandringham","2015_16","Rate.per.10.000.bed.days",0
"Women's at Sandringham","2016_17","Rate.per.10.000.bed.days",0
"Yarra Ranges Health","2010_11","Rate.per.10.000.bed.days",NA
"Yarra Ranges Health","2011_12","Rate.per.10.000.bed.days",NA
"Yarra Ranges Health","2012_13","Rate.per.10.000.bed.days",NA
"Yarra Ranges Health","2013_14","Rate.per.10.000.bed.days",NA
"Yarra Ranges Health","2014_15","Rate.per.10.000.bed.days",0
"Yarra Ranges Health","2015_16","Rate.per.10.000.bed.days",0
"Yarra Ranges Health","2016_17","Rate.per.10.000.bed.days",0
"Yarram & District Health Service","2010_11","Rate.per.10.000.bed.days",NA
"Yarram & District Health Service","2011_12","Rate.per.10.000.bed.days",NA
"Yarram & District Health Service","2012_13","Rate.per.10.000.bed.days",NA
"Yarram & District Health Service","2013_14","Rate.per.10.000.bed.days",NA
"Yarram & District Health Service","2014_15","Rate.per.10.000.bed.days",NA
"Yarram & District Health Service","2015_16","Rate.per.10.000.bed.days",NA
"Yarram & District Health Service","2016_17","Rate.per.10.000.bed.days",NA
"Yarrawonga District Health Service","2010_11","Rate.per.10.000.bed.days",0
"Yarrawonga District Health Service","2011_12","Rate.per.10.000.bed.days",0
"Yarrawonga District Health Service","2012_13","Rate.per.10.000.bed.days",0
"Yarrawonga District Health Service","2013_14","Rate.per.10.000.bed.days",1.51
"Yarrawonga District Health Service","2014_15","Rate.per.10.000.bed.days",0
"Yarrawonga District Health Service","2015_16","Rate.per.10.000.bed.days",3.3
"Yarrawonga District Health Service","2016_17","Rate.per.10.000.bed.days",0
"Yea & District Memorial Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Yea & District Memorial Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Yea & District Memorial Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Yea & District Memorial Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Yea & District Memorial Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Yea & District Memorial Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Yea & District Memorial Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Alpha Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Alpha Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Alpha Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Alpha Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Alpha Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Alpha Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Alpha Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Atherton Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Atherton Hospital","2011_12","Rate.per.10.000.bed.days",0
"Atherton Hospital","2012_13","Rate.per.10.000.bed.days",2.04
"Atherton Hospital","2013_14","Rate.per.10.000.bed.days",0.66
"Atherton Hospital","2014_15","Rate.per.10.000.bed.days",1.2
"Atherton Hospital","2015_16","Rate.per.10.000.bed.days",0.66
"Atherton Hospital","2016_17","Rate.per.10.000.bed.days",0
"Augathella Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Augathella Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Augathella Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Augathella Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Augathella Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Augathella Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Augathella Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Ayr Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Ayr Hospital","2011_12","Rate.per.10.000.bed.days",0
"Ayr Hospital","2012_13","Rate.per.10.000.bed.days",1.61
"Ayr Hospital","2013_14","Rate.per.10.000.bed.days",1.5
"Ayr Hospital","2014_15","Rate.per.10.000.bed.days",0
"Ayr Hospital","2015_16","Rate.per.10.000.bed.days",1.57
"Ayr Hospital","2016_17","Rate.per.10.000.bed.days",1.77
"Babinda Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Babinda Hospital","2011_12","Rate.per.10.000.bed.days",0
"Babinda Hospital","2012_13","Rate.per.10.000.bed.days",0
"Babinda Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Babinda Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Babinda Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Babinda Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Baillie Henderson Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Baillie Henderson Hospital","2011_12","Rate.per.10.000.bed.days",0
"Baillie Henderson Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Baillie Henderson Hospital","2013_14","Rate.per.10.000.bed.days",0
"Baillie Henderson Hospital","2014_15","Rate.per.10.000.bed.days",0
"Baillie Henderson Hospital","2015_16","Rate.per.10.000.bed.days",0
"Baillie Henderson Hospital","2016_17","Rate.per.10.000.bed.days",0
"Bamaga Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Bamaga Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Bamaga Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Bamaga Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Bamaga Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Bamaga Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Bamaga Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Baralaba Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Baralaba Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Baralaba Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Baralaba Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Baralaba Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Baralaba Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Baralaba Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Barcaldine Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Barcaldine Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Barcaldine Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Barcaldine Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Barcaldine Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Barcaldine Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Barcaldine Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Beaudesert Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Beaudesert Hospital","2011_12","Rate.per.10.000.bed.days",0
"Beaudesert Hospital","2012_13","Rate.per.10.000.bed.days",0
"Beaudesert Hospital","2013_14","Rate.per.10.000.bed.days",0
"Beaudesert Hospital","2014_15","Rate.per.10.000.bed.days",0
"Beaudesert Hospital","2015_16","Rate.per.10.000.bed.days",0
"Beaudesert Hospital","2016_17","Rate.per.10.000.bed.days",0
"Biggenden Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Biggenden Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Biggenden Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Biggenden Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Biggenden Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Biggenden Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Biggenden Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Biloela Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Biloela Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Biloela Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Biloela Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Biloela Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Biloela Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Biloela Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Blackall Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Blackall Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Blackall Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Blackall Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Blackall Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Blackall Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Blackall Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Blackwater Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Blackwater Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Blackwater Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Blackwater Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Blackwater Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Blackwater Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Blackwater Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Boonah Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Boonah Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Boonah Hospital","2012_13","Rate.per.10.000.bed.days",0
"Boonah Hospital","2013_14","Rate.per.10.000.bed.days",0
"Boonah Hospital","2014_15","Rate.per.10.000.bed.days",1.72
"Boonah Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Boonah Hospital","2016_17","Rate.per.10.000.bed.days",0
"Bowen Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Bowen Hospital","2011_12","Rate.per.10.000.bed.days",0
"Bowen Hospital","2012_13","Rate.per.10.000.bed.days",0
"Bowen Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Bowen Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Bowen Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Bowen Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Bundaberg Base Hospital","2010_11","Rate.per.10.000.bed.days",1.65
"Bundaberg Base Hospital","2011_12","Rate.per.10.000.bed.days",1.47
"Bundaberg Base Hospital","2012_13","Rate.per.10.000.bed.days",0.29
"Bundaberg Base Hospital","2013_14","Rate.per.10.000.bed.days",1.01
"Bundaberg Base Hospital","2014_15","Rate.per.10.000.bed.days",1.01
"Bundaberg Base Hospital","2015_16","Rate.per.10.000.bed.days",0.99
"Bundaberg Base Hospital","2016_17","Rate.per.10.000.bed.days",0.51
"Caboolture Hospital","2010_11","Rate.per.10.000.bed.days",0.75
"Caboolture Hospital","2011_12","Rate.per.10.000.bed.days",0.9
"Caboolture Hospital","2012_13","Rate.per.10.000.bed.days",0.44
"Caboolture Hospital","2013_14","Rate.per.10.000.bed.days",0.27
"Caboolture Hospital","2014_15","Rate.per.10.000.bed.days",0.36
"Caboolture Hospital","2015_16","Rate.per.10.000.bed.days",0.82
"Caboolture Hospital","2016_17","Rate.per.10.000.bed.days",0.43
"Cairns Hospital","2010_11","Rate.per.10.000.bed.days",1.04
"Cairns Hospital","2011_12","Rate.per.10.000.bed.days",0.75
"Cairns Hospital","2012_13","Rate.per.10.000.bed.days",1.37
"Cairns Hospital","2013_14","Rate.per.10.000.bed.days",0.67
"Cairns Hospital","2014_15","Rate.per.10.000.bed.days",0.6
"Cairns Hospital","2015_16","Rate.per.10.000.bed.days",0.73
"Cairns Hospital","2016_17","Rate.per.10.000.bed.days",0.88
"Caloundra Health Service","2010_11","Rate.per.10.000.bed.days",NA
"Caloundra Health Service","2011_12","Rate.per.10.000.bed.days",0.96
"Caloundra Health Service","2012_13","Rate.per.10.000.bed.days",0.33
"Caloundra Health Service","2013_14","Rate.per.10.000.bed.days",0
"Caloundra Health Service","2014_15","Rate.per.10.000.bed.days",0
"Caloundra Health Service","2015_16","Rate.per.10.000.bed.days",0
"Caloundra Health Service","2016_17","Rate.per.10.000.bed.days",0
"Capricorn Coast Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Capricorn Coast Hospital","2011_12","Rate.per.10.000.bed.days",0
"Capricorn Coast Hospital","2012_13","Rate.per.10.000.bed.days",0
"Capricorn Coast Hospital","2013_14","Rate.per.10.000.bed.days",0
"Capricorn Coast Hospital","2014_15","Rate.per.10.000.bed.days",0
"Capricorn Coast Hospital","2015_16","Rate.per.10.000.bed.days",0
"Capricorn Coast Hospital","2016_17","Rate.per.10.000.bed.days",0
"Charleville Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Charleville Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Charleville Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Charleville Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Charleville Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Charleville Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Charleville Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Charters Towers Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Charters Towers Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Charters Towers Hospital","2012_13","Rate.per.10.000.bed.days",0
"Charters Towers Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Charters Towers Hospital","2014_15","Rate.per.10.000.bed.days",0
"Charters Towers Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Charters Towers Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Charters Towers Rehabilitation Unit","2010_11","Rate.per.10.000.bed.days",NA
"Charters Towers Rehabilitation Unit","2011_12","Rate.per.10.000.bed.days",0
"Charters Towers Rehabilitation Unit","2012_13","Rate.per.10.000.bed.days",NA
"Charters Towers Rehabilitation Unit","2013_14","Rate.per.10.000.bed.days",0
"Charters Towers Rehabilitation Unit","2014_15","Rate.per.10.000.bed.days",0
"Charters Towers Rehabilitation Unit","2015_16","Rate.per.10.000.bed.days",0
"Charters Towers Rehabilitation Unit","2016_17","Rate.per.10.000.bed.days",0
"Cherbourg Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Cherbourg Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Cherbourg Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Cherbourg Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Cherbourg Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Cherbourg Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Cherbourg Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Childers Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Childers Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Childers Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Childers Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Childers Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Childers Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Childers Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Chinchilla Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Chinchilla Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Chinchilla Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Chinchilla Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Chinchilla Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Chinchilla Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Chinchilla Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Clermont Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Clermont Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Clermont Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Clermont Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Clermont Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Clermont Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Clermont Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Cloncurry Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Cloncurry Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Cloncurry Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Cloncurry Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Cloncurry Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Cloncurry Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Cloncurry Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Collinsville Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Collinsville Hospital","2011_12","Rate.per.10.000.bed.days",NA
